timestamp;ui32ArduinoTimestamp;f32Value
47879784;1187897332;68.0000
47914945;1187930884;68.0000
47949995;1187964384;68.0000
47984824;1187997912;68.0000
48014715;1188031428;67.0000
48054917;1188064956;68.0000
48084766;1188098432;66.0000
48114970;1188131940;66.0000
48149892;1188165408;65.0000
48184865;1188198888;64.0000
48219856;1188232388;64.0000
48249834;1188265896;63.0000
48284862;1188299416;63.0000
48314767;1188332860;61.0000
48354845;1188366380;61.0000
48384888;1188399928;59.0000
48419970;1188433404;59.0000
48449851;1188466960;59.0000
48484866;1188500332;58.0000
48514889;1188533892;57.0000
48550040;1188567320;57.0000
48579842;1188600872;55.0000
48614887;1188634432;55.0000
48650053;1188667928;54.0000
48674827;1188701212;53.0000
48709804;1188734680;52.0000
48739891;1188768212;51.0000
48779812;1188801684;50.0000
48809854;1188835160;49.0000
48844948;1188868636;48.0000
48874798;1188902144;48.0000
48909726;1188935636;47.0000
48950047;1188969076;45.0000
48979772;1189002572;45.0000
49009852;1189036028;44.0000
49044925;1189069548;44.0000
49074806;1189103012;42.0000
49114699;1189136488;42.0000
49150002;1189169968;41.0000
49179730;1189203464;40.0000
49214844;1189236948;39.0000
49249881;1189270440;39.0000
49279951;1189303968;38.0000
49314911;1189337472;38.0000
49349992;1189370956;37.0000
49379760;1189404424;36.0000
49419914;1189437932;35.0000
49450010;1189471428;35.0000
49484752;1189504904;34.0000
49514787;1189538384;33.0000
49544823;1189571868;32.0000
49579743;1189605360;32.0000
49619932;1189638844;31.0000
49649940;1189672352;30.0000
49684754;1189705860;30.0000
49714892;1189739328;29.0000
49754715;1189772836;29.0000
49784949;1189806312;28.0000
49819836;1189839836;28.0000
49849870;1189873336;27.0000
49884776;1189906848;27.0000
49914965;1189940352;26.0000
49954825;1189973856;26.0000
49984808;1190007352;25.0000
50019984;1190040860;25.0000
50049860;1190074328;24.0000
50089812;1190107832;24.0000
50120039;1190141312;23.0000
50154926;1190174820;23.0000
50184745;1190208332;22.0000
50219838;1190241844;22.0000
50254727;1190275320;21.0000
50289908;1190308840;21.0000
50319949;1190342336;20.0000
50354941;1190375844;20.0000
50384754;1190409320;19.0000
50425019;1190442844;19.0000
50454902;1190476340;18.0000
50489739;1190509896;18.0000
50519889;1190543416;18.0000
50554895;1190576940;17.0000
50589913;1190610464;17.0000
50624880;1190644016;16.0000
50649812;1190677400;16.0000
50689767;1190711068;16.0000
50714764;1190744404;15.0000
50754932;1190777936;15.0000
50784763;1190811428;14.0000
50820003;1190844932;14.0000
50850057;1190878416;14.0000
50884854;1190911940;13.0000
50919999;1190945440;13.0000
50954932;1190978948;12.0000
50984760;1191012468;12.0000
51019807;1191045988;12.0000
51049814;1191079488;11.0000
51089857;1191113016;11.0000
51120413;1191146516;10.0000
51155001;1191180064;11.0000
51184811;1191213540;10.0000
51219825;1191247068;10.0000
51254894;1191280628;10.0000
51289728;1191314136;10.0000
51319751;1191347636;9.0000
51354928;1191381160;9.0000
51389844;1191414696;10.0000
51424837;1191448196;9.0000
51455044;1191481716;9.0000
51489826;1191515224;9.0000
51521407;1191548780;9.0000
51559902;1191582288;9.0000
51589868;1191615820;9.0000
51624975;1191649340;9.0000
51654994;1191682872;8.0000
51689808;1191716416;9.0000
51720363;1191749948;9.0000
51759770;1191783488;9.0000
51789853;1191817012;9.0000
51824944;1191850532;9.0000
51859891;1191884036;8.0000
51889873;1191917584;9.0000
51924725;1191951108;9.0000
51954837;1191984628;9.0000
51989887;1192018156;9.0000
52019757;1192051692;9.0000
52059874;1192085244;9.0000
52094793;1192118764;9.0000
52124762;1192152296;9.0000
52160339;1192185896;10.0000
52189890;1192219456;10.0000
52229947;1192252984;10.0000
52259875;1192286504;10.0000
52294868;1192320080;11.0000
52324740;1192353616;11.0000
52364873;1192387216;12.0000
52394919;1192420756;12.0000
52424866;1192454308;13.0000
52464890;1192487880;13.0000
52494901;1192521460;14.0000
52529857;1192555036;15.0000
52564897;1192588744;15.0000
52600641;1192622296;16.0000
52635002;1192655828;17.0000
52669850;1192689356;18.0000
52699919;1192722932;19.0000
52734916;1192756520;20.0000
52769882;1192790120;21.0000
52799928;1192823676;22.0000
52834949;1192857256;23.0000
52864858;1192890852;24.0000
52899878;1192924420;25.0000
52939955;1192958020;26.0000
52969853;1192991644;28.0000
52999890;1193025232;28.0000
53034830;1193058832;30.0000
53064783;1193092420;31.0000
53104952;1193126040;32.0000
53140001;1193159624;34.0000
53169884;1193193220;35.0000
53199991;1193226864;36.0000
53239868;1193260476;38.0000
53269866;1193294120;39.0000
53304896;1193327732;41.0000
53339873;1193361344;42.0000
53374895;1193394964;44.0000
53404928;1193428556;45.0000
53439911;1193462152;46.0000
53469883;1193495796;48.0000
53509773;1193529408;49.0000
53539882;1193563084;52.0000
53574902;1193596696;53.0000
53609886;1193630476;55.0000
53644805;1193663972;56.0000
53684841;1193697728;59.0000
53719923;1193731280;60.0000
53749978;1193764828;61.0000
53784831;1193798508;64.0000
53819953;1193832216;67.0000
53854935;1193865840;68.0000
53889797;1193901392;104.0000
53924792;1193935012;105.0000
53954843;1193975272;221.0000
53984768;1194000484;78.0000
54019904;1194033944;77.0000
54054912;1194067860;83.0000
54084892;1194101432;83.0000
54120032;1194135164;87.0000
54155010;1194168788;89.0000
54184909;1194202420;91.0000
54219911;1194236124;94.0000
54249969;1194269532;92.0000
54294796;1194305080;126.0000
54324783;1194336936;94.0000
54359908;1194370456;97.0000
54389802;1194405908;130.0000
54429777;1194437756;101.0000
54459792;1194471520;105.0000
54494870;1194506896;137.0000
54524770;1194538868;110.0000
54564896;1194572416;110.0000
54594875;1194606220;115.0000
54629725;1194639692;114.0000
54659694;1194673688;122.0000
54694870;1194707060;119.0000
54724870;1194740796;122.0000
54764867;1194774452;125.0000
54794849;1194808252;130.0000
54829972;1194842056;135.0000
54859814;1194875860;139.0000
54894921;1194909612;143.0000
54929927;1194943208;144.0000
54964887;1194976944;147.0000
54994910;1195010860;154.0000
55029872;1195044800;161.0000
55059749;1195078600;166.0000
55099853;1195112176;166.0000
55129805;1195145956;171.0000
55164919;1195179872;178.0000
55194887;1195214784;201.0000
55235049;1195247516;188.0000
55264879;1195281184;190.0000
55299838;1195314848;193.0000
55334830;1195348856;201.0000
55364907;1195382332;199.0000
55399802;1195416620;213.0000
55444860;1195470768;-1.0000
55464866;1195475664;400.0000
55514896;1195537976;-1.0000
55534930;1195542724;400.0000
55579815;1195605172;-1.0000
55609880;1195638816;-1.0000
55629893;1195643652;400.0000
55679937;1195706016;-1.0000
55699760;1195710844;400.0000
55744868;1195773216;-1.0000
55764792;1195778072;400.0000
55814883;1195840412;-1.0000
55835017;1195845196;400.0000
55879873;1195907588;-1.0000
55899887;1195912348;400.0000
55944885;1195974792;-1.0000
55969802;1195979584;400.0000
56014896;1196041984;-1.0000
56035014;1196046692;400.0000
56079859;1196109184;-1.0000
56099935;1196114036;400.0000
56149915;1196176352;-1.0000
56169886;1196181132;400.0000
56214846;1196243552;-1.0000
56234950;1196248220;400.0000
56279753;1196310748;-1.0000
56304963;1196315548;400.0000
56350006;1196377948;-1.0000
56364895;1196382660;400.0000
56414851;1196445144;-1.0000
56434897;1196449952;400.0000
56485019;1196512320;-1.0000
56504829;1196517028;400.0000
56549909;1196579516;-1.0000
56569840;1196584228;400.0000
56619834;1196646712;-1.0000
56639878;1196651396;400.0000
56684904;1196713900;-1.0000
56705041;1196718604;400.0000
56749994;1196781100;-1.0000
56774895;1196785836;400.0000
56824740;1196848296;-1.0000
56844827;1196853028;400.0000
56889690;1196915464;-1.0000
56909902;1196920224;400.0000
56959871;1196982660;-1.0000
56979899;1196987604;400.0000
57024722;1197049868;-1.0000
57044917;1197054656;400.0000
57089808;1197117060;-1.0000
57114868;1197121796;400.0000
57159802;1197184256;-1.0000
57179789;1197189080;400.0000
57224962;1197251428;-1.0000
57244871;1197256324;400.0000
57294836;1197318604;-1.0000
57314872;1197323316;400.0000
57359854;1197385808;-1.0000
57384810;1197390668;400.0000
57429949;1197453000;-1.0000
57449957;1197457784;400.0000
57494893;1197520200;-1.0000
57514862;1197525004;400.0000
57564784;1197587368;-1.0000
57584773;1197592128;400.0000
57629865;1197654544;-1.0000
57659933;1197688200;-1.0000
57679826;1197692960;400.0000
57729765;1197755368;-1.0000
57749970;1197760128;400.0000
57794825;1197822544;-1.0000
57814803;1197827352;400.0000
57864920;1197889744;-1.0000
57884845;1197894452;400.0000
57929872;1197956940;-1.0000
57949882;1197961840;400.0000
57994849;1198024144;-1.0000
58014811;1198028860;400.0000
58064883;1198091316;-1.0000
58084838;1198096028;400.0000
58129781;1198158492;-1.0000
58149797;1198163164;400.0000
58199764;1198225692;-1.0000
58219822;1198230448;400.0000
58264781;1198292896;-1.0000
58284790;1198297624;400.0000
58329839;1198360096;-1.0000
58349824;1198364856;400.0000
58399920;1198427296;-1.0000
58414935;1198432008;400.0000
58464911;1198494464;-1.0000
58484866;1198499224;400.0000
58534872;1198561660;-1.0000
58554842;1198566368;400.0000
58599889;1198628860;-1.0000
58619837;1198633632;400.0000
58669909;1198696044;-1.0000
58689903;1198700780;400.0000
58735009;1198763240;-1.0000
58754864;1198768040;400.0000
58799779;1198830412;-1.0000
58840229;1198864080;-1.0000
58869801;1198897740;-1.0000
58889806;1198902520;400.0000
58934793;1198964924;-1.0000
58954940;1198969648;400.0000
59004749;1199032140;-1.0000
59024753;1199036904;400.0000
59069881;1199099316;-1.0000
59089854;1199104076;400.0000
59144875;1199166492;-1.0000
59164884;1199171200;400.0000
59209893;1199233680;-1.0000
59229729;1199238464;400.0000
59274751;1199300888;-1.0000
59294817;1199305588;400.0000
59344922;1199368080;-1.0000
59364925;1199372932;400.0000
59409796;1199435276;-1.0000
59439840;1199468944;-1.0000
59459779;1199474000;400.0000
59509845;1199536144;-1.0000
59529824;1199540900;400.0000
59574900;1199603336;-1.0000
59594815;1199608280;400.0000
59644784;1199670520;-1.0000
59664779;1199675228;400.0000
59709711;1199737716;-1.0000
59729945;1199742472;400.0000
59774854;1199804920;-1.0000
59795793;1199809648;400.0000
59844866;1199872120;-1.0000
59864922;1199877036;400.0000
59909878;1199939312;-1.0000
59929933;1199944004;400.0000
59969726;1199985300;203.0000
60014891;1200040016;-1.0000
60034993;1200044816;400.0000
60080341;1200107208;-1.0000
60099817;1200111924;400.0000
60149801;1200174384;-1.0000
60169762;1200179280;400.0000
60214850;1200241576;-1.0000
60234993;1200246292;400.0000
60269883;1200287588;203.0000
60314765;1200342304;-1.0000
60334793;1200347032;400.0000
60369761;1200388244;202.0000
60414872;1200443024;-1.0000
60434884;1200447784;400.0000
60484884;1200510200;-1.0000
60504868;1200514976;400.0000
60549912;1200577372;-1.0000
60569770;1200582040;400.0000
60614758;1200644548;-1.0000
60639898;1200649308;400.0000
60684867;1200711732;-1.0000
60704961;1200716460;400.0000
60749800;1200778932;-1.0000
60769760;1200783708;400.0000
60819844;1200846132;-1.0000
60839889;1200850840;400.0000
60884846;1200913300;-1.0000
60904778;1200918012;400.0000
60949724;1200980496;-1.0000
60974821;1200985140;400.0000
61019723;1201047692;-1.0000
61039701;1201052492;400.0000
61074781;1201093660;202.0000
61119855;1201148416;-1.0000
61144909;1201153204;400.0000
61189813;1201215596;-1.0000
61209767;1201220464;400.0000
61254797;1201282796;-1.0000
61289785;1201316452;-1.0000
61314978;1201321124;400.0000
61344859;1201362376;202.0000
61389807;1201417156;-1.0000
61409779;1201421868;400.0000
61459818;1201484352;-1.0000
61479753;1201489136;400.0000
61524778;1201551524;-1.0000
61545058;1201556280;400.0000
61589872;1201618748;-1.0000
61609692;1201623476;400.0000
61659869;1201685932;-1.0000
61679723;1201690636;400.0000
61724791;1201753128;-1.0000
61744867;1201757860;400.0000
61794822;1201820304;-1.0000
61814731;1201825020;400.0000
61859769;1201887480;-1.0000
61879752;1201892280;400.0000
61929921;1201954672;-1.0000
61950005;1201959384;400.0000
61994812;1202021876;-1.0000
62014774;1202026652;400.0000
62064874;1202089056;-1.0000
62084746;1202093788;400.0000
62129802;1202156248;-1.0000
62150071;1202161028;400.0000
62194889;1202223444;-1.0000
62214715;1202228340;400.0000
62264803;1202290640;-1.0000
62284842;1202295352;400.0000
62329831;1202357844;-1.0000
62349984;1202362572;400.0000
62394859;1202425044;-1.0000
62419763;1202429752;400.0000
62464860;1202492232;-1.0000
62484772;1202496972;400.0000
62529812;1202559408;-1.0000
62564876;1202593076;-1.0000
62589799;1202597832;400.0000
62634862;1202660268;-1.0000
62654962;1202664992;400.0000
62699811;1202727452;-1.0000
62724813;1202732120;400.0000
62769849;1202794648;-1.0000
62789968;1202799380;400.0000
62835064;1202861848;-1.0000
62854901;1202866552;400.0000
62899780;1202929044;-1.0000
62924748;1202933924;400.0000
62969886;1202996244;-1.0000
62984716;1203000936;400.0000
63034798;1203063440;-1.0000
63054865;1203068132;400.0000
63104816;1203130636;-1.0000
63124693;1203135532;400.0000
63169926;1203197836;-1.0000
63189764;1203202588;400.0000
63234932;1203265040;-1.0000
63259878;1203269844;400.0000
63304857;1203332236;-1.0000
63324719;1203336924;400.0000
63369731;1203399408;-1.0000
63389804;1203404256;400.0000
63439861;1203466604;-1.0000
63459991;1203471312;400.0000
63504948;1203533808;-1.0000
63524839;1203538556;400.0000
63574846;1203601004;-1.0000
63599993;1203605808;400.0000
63644901;1203668216;-1.0000
63664815;1203672924;400.0000
63694813;1203714180;203.0000
63739804;1203768940;-1.0000
63759734;1203773644;400.0000
63809778;1203836136;-1.0000
63829905;1203840824;400.0000
63874932;1203903308;-1.0000
63894938;1203908024;400.0000
63934872;1203949276;202.0000
63980046;1204004036;-1.0000
63999740;1204008768;400.0000
64044873;1204071232;-1.0000
64064915;1204076128;400.0000
64114949;1204138428;-1.0000
64134884;1204143140;400.0000
64179774;1204205624;-1.0000
64199843;1204210400;400.0000
64244814;1204272824;-1.0000
64264819;1204277788;400.0000
64314766;1204340024;-1.0000
64334912;1204344780;400.0000
64379811;1204407240;-1.0000
64399791;1204412004;400.0000
64444899;1204474464;-1.0000
64469896;1204479132;400.0000
64514808;1204541660;-1.0000
64534764;1204546436;400.0000
64579913;1204608860;-1.0000
64599831;1204613756;400.0000
64649821;1204676044;-1.0000
64669905;1204680760;400.0000
64714998;1204743240;-1.0000
64734897;1204747996;400.0000
64784900;1204810456;-1.0000
64819806;1204844128;-1.0000
64834815;1204848844;400.0000
64884807;1204911304;-1.0000
64899802;1204916108;400.0000
